"Notes"	"County"	"County Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"New Castle County, DE"	"10003"	"45-54 years"	"45-54"	"2014"	"2014"	11	79230	Unreliable
	"New Castle County, DE"	"10003"	"45-54 years"	"45-54"	"2015"	"2015"	19	78799	Unreliable
	"New Castle County, DE"	"10003"	"45-54 years"	"45-54"	"2016"	"2016"	19	77933	Unreliable
	"New Castle County, DE"	"10003"	"45-54 years"	"45-54"	"2017"	"2017"	38	76360	49.8
	"New Castle County, DE"	"10003"	"55-64 years"	"55-64"	"2015"	"2015"	10	72467	Unreliable
	"New Castle County, DE"	"10003"	"55-64 years"	"55-64"	"2016"	"2016"	10	73600	Unreliable
	"New Castle County, DE"	"10003"	"55-64 years"	"55-64"	"2017"	"2017"	17	74567	Unreliable
	"Sussex County, DE"	"10005"	"25-34 years"	"25-34"	"2014"	"2014"	10	22052	Unreliable
	"Sussex County, DE"	"10005"	"25-34 years"	"25-34"	"2015"	"2015"	10	22517	Unreliable
	"Sussex County, DE"	"10005"	"25-34 years"	"25-34"	"2016"	"2016"	13	22835	Unreliable
	"Sussex County, DE"	"10005"	"25-34 years"	"25-34"	"2017"	"2017"	12	23298	Unreliable
	"Sussex County, DE"	"10005"	"35-44 years"	"35-44"	"2013"	"2013"	10	21284	Unreliable
	"District of Columbia, DC"	"11001"	"25-34 years"	"25-34"	"2016"	"2016"	15	154991	Unreliable
	"District of Columbia, DC"	"11001"	"35-44 years"	"35-44"	"2012"	"2012"	13	85312	Unreliable
	"District of Columbia, DC"	"11001"	"35-44 years"	"35-44"	"2016"	"2016"	16	98889	Unreliable
	"District of Columbia, DC"	"11001"	"35-44 years"	"35-44"	"2017"	"2017"	25	102038	24.5
	"District of Columbia, DC"	"11001"	"45-54 years"	"45-54"	"2012"	"2012"	18	75690	Unreliable
	"District of Columbia, DC"	"11001"	"45-54 years"	"45-54"	"2013"	"2013"	15	76199	Unreliable
	"District of Columbia, DC"	"11001"	"45-54 years"	"45-54"	"2014"	"2014"	26	76624	33.9
	"District of Columbia, DC"	"11001"	"45-54 years"	"45-54"	"2015"	"2015"	30	77493	38.7
	"District of Columbia, DC"	"11001"	"45-54 years"	"45-54"	"2016"	"2016"	49	77521	63.2
	"District of Columbia, DC"	"11001"	"45-54 years"	"45-54"	"2017"	"2017"	48	76215	63.0
	"District of Columbia, DC"	"11001"	"55-64 years"	"55-64"	"2012"	"2012"	10	67538	Unreliable
	"District of Columbia, DC"	"11001"	"55-64 years"	"55-64"	"2013"	"2013"	23	68604	33.5
	"District of Columbia, DC"	"11001"	"55-64 years"	"55-64"	"2014"	"2014"	16	69000	Unreliable
	"District of Columbia, DC"	"11001"	"55-64 years"	"55-64"	"2015"	"2015"	34	69689	48.8
	"District of Columbia, DC"	"11001"	"55-64 years"	"55-64"	"2016"	"2016"	70	70044	99.9
	"District of Columbia, DC"	"11001"	"55-64 years"	"55-64"	"2017"	"2017"	71	70127	101.2
	"District of Columbia, DC"	"11001"	"65-74 years"	"65-74"	"2016"	"2016"	24	45559	52.7
	"District of Columbia, DC"	"11001"	"65-74 years"	"65-74"	"2017"	"2017"	19	48219	Unreliable
	"Brevard County, FL"	"12009"	"25-34 years"	"25-34"	"2017"	"2017"	12	66327	Unreliable
	"Brevard County, FL"	"12009"	"35-44 years"	"35-44"	"2015"	"2015"	10	57873	Unreliable
	"Brevard County, FL"	"12009"	"45-54 years"	"45-54"	"2014"	"2014"	11	81810	Unreliable
	"Brevard County, FL"	"12009"	"45-54 years"	"45-54"	"2015"	"2015"	10	80564	Unreliable
	"Brevard County, FL"	"12009"	"45-54 years"	"45-54"	"2016"	"2016"	11	79583	Unreliable
	"Brevard County, FL"	"12009"	"45-54 years"	"45-54"	"2017"	"2017"	12	77678	Unreliable
	"Brevard County, FL"	"12009"	"55-64 years"	"55-64"	"2016"	"2016"	11	92852	Unreliable
	"Brevard County, FL"	"12009"	"55-64 years"	"55-64"	"2017"	"2017"	13	95930	Unreliable
	"Broward County, FL"	"12011"	"15-24 years"	"15-24"	"2016"	"2016"	13	225365	Unreliable
	"Broward County, FL"	"12011"	"25-34 years"	"25-34"	"2012"	"2012"	18	240944	Unreliable
	"Broward County, FL"	"12011"	"25-34 years"	"25-34"	"2013"	"2013"	22	244474	9.0
	"Broward County, FL"	"12011"	"25-34 years"	"25-34"	"2014"	"2014"	25	251448	9.9
	"Broward County, FL"	"12011"	"25-34 years"	"25-34"	"2015"	"2015"	20	255846	7.8
	"Broward County, FL"	"12011"	"25-34 years"	"25-34"	"2016"	"2016"	54	259684	20.8
	"Broward County, FL"	"12011"	"25-34 years"	"25-34"	"2017"	"2017"	42	262916	16.0
	"Broward County, FL"	"12011"	"35-44 years"	"35-44"	"2012"	"2012"	28	251044	11.2
	"Broward County, FL"	"12011"	"35-44 years"	"35-44"	"2013"	"2013"	20	248995	8.0
	"Broward County, FL"	"12011"	"35-44 years"	"35-44"	"2014"	"2014"	11	251206	Unreliable
	"Broward County, FL"	"12011"	"35-44 years"	"35-44"	"2015"	"2015"	23	252967	9.1
	"Broward County, FL"	"12011"	"35-44 years"	"35-44"	"2016"	"2016"	40	252740	15.8
	"Broward County, FL"	"12011"	"35-44 years"	"35-44"	"2017"	"2017"	34	257669	13.2
	"Broward County, FL"	"12011"	"45-54 years"	"45-54"	"2012"	"2012"	31	282647	11.0
	"Broward County, FL"	"12011"	"45-54 years"	"45-54"	"2013"	"2013"	28	280084	10.0
	"Broward County, FL"	"12011"	"45-54 years"	"45-54"	"2014"	"2014"	20	280341	7.1
	"Broward County, FL"	"12011"	"45-54 years"	"45-54"	"2015"	"2015"	12	280748	Unreliable
	"Broward County, FL"	"12011"	"45-54 years"	"45-54"	"2016"	"2016"	25	278995	9.0
	"Broward County, FL"	"12011"	"45-54 years"	"45-54"	"2017"	"2017"	33	279324	11.8
	"Broward County, FL"	"12011"	"55-64 years"	"55-64"	"2012"	"2012"	32	224833	14.2
	"Broward County, FL"	"12011"	"55-64 years"	"55-64"	"2013"	"2013"	20	230094	8.7
	"Broward County, FL"	"12011"	"55-64 years"	"55-64"	"2014"	"2014"	17	237867	Unreliable
	"Broward County, FL"	"12011"	"55-64 years"	"55-64"	"2015"	"2015"	15	245919	Unreliable
	"Broward County, FL"	"12011"	"55-64 years"	"55-64"	"2016"	"2016"	22	250037	8.8
	"Broward County, FL"	"12011"	"55-64 years"	"55-64"	"2017"	"2017"	27	256721	10.5
	"Clay County, FL"	"12019"	"25-34 years"	"25-34"	"2017"	"2017"	12	26608	Unreliable
	"Clay County, FL"	"12019"	"35-44 years"	"35-44"	"2016"	"2016"	17	26498	Unreliable
	"Clay County, FL"	"12019"	"45-54 years"	"45-54"	"2013"	"2013"	14	29956	Unreliable
	"Clay County, FL"	"12019"	"45-54 years"	"45-54"	"2016"	"2016"	11	30233	Unreliable
	"Collier County, FL"	"12021"	"25-34 years"	"25-34"	"2017"	"2017"	14	35977	Unreliable
	"Collier County, FL"	"12021"	"35-44 years"	"35-44"	"2014"	"2014"	10	35483	Unreliable
	"Collier County, FL"	"12021"	"35-44 years"	"35-44"	"2016"	"2016"	13	35810	Unreliable
	"Collier County, FL"	"12021"	"45-54 years"	"45-54"	"2017"	"2017"	10	44129	Unreliable
	"Duval County, FL"	"12031"	"15-24 years"	"15-24"	"2016"	"2016"	10	117721	Unreliable
	"Duval County, FL"	"12031"	"25-34 years"	"25-34"	"2012"	"2012"	29	134711	21.5
	"Duval County, FL"	"12031"	"25-34 years"	"25-34"	"2013"	"2013"	16	138634	Unreliable
	"Duval County, FL"	"12031"	"25-34 years"	"25-34"	"2014"	"2014"	21	142596	14.7
	"Duval County, FL"	"12031"	"25-34 years"	"25-34"	"2015"	"2015"	38	147993	25.7
	"Duval County, FL"	"12031"	"25-34 years"	"25-34"	"2016"	"2016"	56	152232	36.8
	"Duval County, FL"	"12031"	"25-34 years"	"25-34"	"2017"	"2017"	58	155544	37.3
	"Duval County, FL"	"12031"	"35-44 years"	"35-44"	"2012"	"2012"	22	114497	19.2
	"Duval County, FL"	"12031"	"35-44 years"	"35-44"	"2013"	"2013"	23	113976	20.2
	"Duval County, FL"	"12031"	"35-44 years"	"35-44"	"2014"	"2014"	16	114120	Unreliable
	"Duval County, FL"	"12031"	"35-44 years"	"35-44"	"2015"	"2015"	25	115332	21.7
	"Duval County, FL"	"12031"	"35-44 years"	"35-44"	"2016"	"2016"	48	115996	41.4
	"Duval County, FL"	"12031"	"35-44 years"	"35-44"	"2017"	"2017"	51	117850	43.3
	"Duval County, FL"	"12031"	"45-54 years"	"45-54"	"2012"	"2012"	37	125081	29.6
	"Duval County, FL"	"12031"	"45-54 years"	"45-54"	"2013"	"2013"	21	123517	17.0
	"Duval County, FL"	"12031"	"45-54 years"	"45-54"	"2014"	"2014"	13	122251	Unreliable
	"Duval County, FL"	"12031"	"45-54 years"	"45-54"	"2015"	"2015"	24	122196	19.6
	"Duval County, FL"	"12031"	"45-54 years"	"45-54"	"2016"	"2016"	37	121348	30.5
	"Duval County, FL"	"12031"	"45-54 years"	"45-54"	"2017"	"2017"	39	120520	32.4
	"Duval County, FL"	"12031"	"55-64 years"	"55-64"	"2012"	"2012"	11	106673	Unreliable
	"Duval County, FL"	"12031"	"55-64 years"	"55-64"	"2014"	"2014"	14	111037	Unreliable
	"Duval County, FL"	"12031"	"55-64 years"	"55-64"	"2015"	"2015"	10	114031	Unreliable
	"Duval County, FL"	"12031"	"55-64 years"	"55-64"	"2016"	"2016"	35	117051	29.9
	"Duval County, FL"	"12031"	"55-64 years"	"55-64"	"2017"	"2017"	33	119646	27.6
	"Escambia County, FL"	"12033"	"25-34 years"	"25-34"	"2014"	"2014"	11	43403	Unreliable
	"Escambia County, FL"	"12033"	"25-34 years"	"25-34"	"2015"	"2015"	13	44273	Unreliable
	"Escambia County, FL"	"12033"	"35-44 years"	"35-44"	"2015"	"2015"	10	33390	Unreliable
	"Hillsborough County, FL"	"12057"	"25-34 years"	"25-34"	"2012"	"2012"	22	184957	11.9
	"Hillsborough County, FL"	"12057"	"25-34 years"	"25-34"	"2013"	"2013"	20	188701	10.6
	"Hillsborough County, FL"	"12057"	"25-34 years"	"25-34"	"2014"	"2014"	24	194809	12.3
	"Hillsborough County, FL"	"12057"	"25-34 years"	"25-34"	"2015"	"2015"	26	202844	12.8
	"Hillsborough County, FL"	"12057"	"25-34 years"	"25-34"	"2016"	"2016"	37	209072	17.7
	"Hillsborough County, FL"	"12057"	"25-34 years"	"25-34"	"2017"	"2017"	28	214379	13.1
	"Hillsborough County, FL"	"12057"	"35-44 years"	"35-44"	"2012"	"2012"	37	175523	21.1
	"Hillsborough County, FL"	"12057"	"35-44 years"	"35-44"	"2013"	"2013"	25	176485	14.2
	"Hillsborough County, FL"	"12057"	"35-44 years"	"35-44"	"2014"	"2014"	27	179212	15.1
	"Hillsborough County, FL"	"12057"	"35-44 years"	"35-44"	"2015"	"2015"	23	182724	12.6
	"Hillsborough County, FL"	"12057"	"35-44 years"	"35-44"	"2016"	"2016"	28	184953	15.1
	"Hillsborough County, FL"	"12057"	"35-44 years"	"35-44"	"2017"	"2017"	28	190486	14.7
	"Hillsborough County, FL"	"12057"	"45-54 years"	"45-54"	"2012"	"2012"	36	182532	19.7
	"Hillsborough County, FL"	"12057"	"45-54 years"	"45-54"	"2013"	"2013"	34	181340	18.7
	"Hillsborough County, FL"	"12057"	"45-54 years"	"45-54"	"2014"	"2014"	33	182703	18.1
	"Hillsborough County, FL"	"12057"	"45-54 years"	"45-54"	"2015"	"2015"	26	185414	14.0
	"Hillsborough County, FL"	"12057"	"45-54 years"	"45-54"	"2016"	"2016"	33	187880	17.6
	"Hillsborough County, FL"	"12057"	"45-54 years"	"45-54"	"2017"	"2017"	34	190343	17.9
	"Hillsborough County, FL"	"12057"	"55-64 years"	"55-64"	"2012"	"2012"	25	148700	16.8
	"Hillsborough County, FL"	"12057"	"55-64 years"	"55-64"	"2013"	"2013"	22	150286	14.6
	"Hillsborough County, FL"	"12057"	"55-64 years"	"55-64"	"2014"	"2014"	24	154348	15.5
	"Hillsborough County, FL"	"12057"	"55-64 years"	"55-64"	"2015"	"2015"	28	159752	17.5
	"Hillsborough County, FL"	"12057"	"55-64 years"	"55-64"	"2016"	"2016"	22	164161	13.4
	"Hillsborough County, FL"	"12057"	"55-64 years"	"55-64"	"2017"	"2017"	38	168213	22.6
	"Hillsborough County, FL"	"12057"	"65-74 years"	"65-74"	"2016"	"2016"	11	111219	Unreliable
	"Lee County, FL"	"12071"	"25-34 years"	"25-34"	"2013"	"2013"	11	70087	Unreliable
	"Lee County, FL"	"12071"	"25-34 years"	"25-34"	"2014"	"2014"	21	72625	28.9
	"Lee County, FL"	"12071"	"25-34 years"	"25-34"	"2015"	"2015"	18	75866	Unreliable
	"Lee County, FL"	"12071"	"25-34 years"	"25-34"	"2016"	"2016"	28	78893	35.5
	"Lee County, FL"	"12071"	"25-34 years"	"25-34"	"2017"	"2017"	37	81007	45.7
	"Lee County, FL"	"12071"	"35-44 years"	"35-44"	"2014"	"2014"	15	72213	Unreliable
	"Lee County, FL"	"12071"	"35-44 years"	"35-44"	"2016"	"2016"	22	74540	29.5
	"Lee County, FL"	"12071"	"35-44 years"	"35-44"	"2017"	"2017"	21	75657	27.8
	"Lee County, FL"	"12071"	"45-54 years"	"45-54"	"2012"	"2012"	13	82346	Unreliable
	"Lee County, FL"	"12071"	"45-54 years"	"45-54"	"2013"	"2013"	13	83239	Unreliable
	"Lee County, FL"	"12071"	"45-54 years"	"45-54"	"2014"	"2014"	13	83900	Unreliable
	"Lee County, FL"	"12071"	"45-54 years"	"45-54"	"2015"	"2015"	17	86041	Unreliable
	"Lee County, FL"	"12071"	"45-54 years"	"45-54"	"2016"	"2016"	18	87619	Unreliable
	"Lee County, FL"	"12071"	"45-54 years"	"45-54"	"2017"	"2017"	22	88338	24.9
	"Lee County, FL"	"12071"	"55-64 years"	"55-64"	"2015"	"2015"	13	98199	Unreliable
	"Lee County, FL"	"12071"	"55-64 years"	"55-64"	"2017"	"2017"	19	104388	Unreliable
	"Manatee County, FL"	"12081"	"15-24 years"	"15-24"	"2015"	"2015"	10	37328	Unreliable
	"Manatee County, FL"	"12081"	"25-34 years"	"25-34"	"2012"	"2012"	10	34160	Unreliable
	"Manatee County, FL"	"12081"	"25-34 years"	"25-34"	"2013"	"2013"	11	34879	Unreliable
	"Manatee County, FL"	"12081"	"25-34 years"	"25-34"	"2014"	"2014"	16	36072	Unreliable
	"Manatee County, FL"	"12081"	"25-34 years"	"25-34"	"2015"	"2015"	22	38050	57.8
	"Manatee County, FL"	"12081"	"25-34 years"	"25-34"	"2016"	"2016"	19	39677	Unreliable
	"Manatee County, FL"	"12081"	"35-44 years"	"35-44"	"2012"	"2012"	13	36408	Unreliable
	"Manatee County, FL"	"12081"	"35-44 years"	"35-44"	"2013"	"2013"	12	36635	Unreliable
	"Manatee County, FL"	"12081"	"35-44 years"	"35-44"	"2014"	"2014"	23	37270	61.7
	"Manatee County, FL"	"12081"	"35-44 years"	"35-44"	"2015"	"2015"	20	37955	52.7
	"Manatee County, FL"	"12081"	"35-44 years"	"35-44"	"2016"	"2016"	14	38682	Unreliable
	"Manatee County, FL"	"12081"	"45-54 years"	"45-54"	"2013"	"2013"	14	44733	Unreliable
	"Manatee County, FL"	"12081"	"45-54 years"	"45-54"	"2014"	"2014"	13	45337	Unreliable
	"Manatee County, FL"	"12081"	"45-54 years"	"45-54"	"2015"	"2015"	18	46335	Unreliable
	"Manatee County, FL"	"12081"	"45-54 years"	"45-54"	"2016"	"2016"	17	47151	Unreliable
	"Manatee County, FL"	"12081"	"45-54 years"	"45-54"	"2017"	"2017"	10	47692	Unreliable
	"Manatee County, FL"	"12081"	"55-64 years"	"55-64"	"2013"	"2013"	10	47865	Unreliable
	"Manatee County, FL"	"12081"	"55-64 years"	"55-64"	"2017"	"2017"	13	56817	Unreliable
	"Marion County, FL"	"12083"	"25-34 years"	"25-34"	"2017"	"2017"	10	38163	Unreliable
	"Marion County, FL"	"12083"	"35-44 years"	"35-44"	"2017"	"2017"	12	34584	Unreliable
	"Marion County, FL"	"12083"	"55-64 years"	"55-64"	"2017"	"2017"	12	48574	Unreliable
	"Miami-Dade County, FL"	"12086"	"15-24 years"	"15-24"	"2015"	"2015"	12	333881	Unreliable
	"Miami-Dade County, FL"	"12086"	"15-24 years"	"15-24"	"2016"	"2016"	19	328068	Unreliable
	"Miami-Dade County, FL"	"12086"	"15-24 years"	"15-24"	"2017"	"2017"	15	327570	Unreliable
	"Miami-Dade County, FL"	"12086"	"25-34 years"	"25-34"	"2012"	"2012"	16	359986	Unreliable
	"Miami-Dade County, FL"	"12086"	"25-34 years"	"25-34"	"2013"	"2013"	18	367116	Unreliable
	"Miami-Dade County, FL"	"12086"	"25-34 years"	"25-34"	"2014"	"2014"	24	377128	6.4
	"Miami-Dade County, FL"	"12086"	"25-34 years"	"25-34"	"2015"	"2015"	30	384207	7.8
	"Miami-Dade County, FL"	"12086"	"25-34 years"	"25-34"	"2016"	"2016"	53	389881	13.6
	"Miami-Dade County, FL"	"12086"	"25-34 years"	"25-34"	"2017"	"2017"	35	394206	8.9
	"Miami-Dade County, FL"	"12086"	"35-44 years"	"35-44"	"2012"	"2012"	15	374135	Unreliable
	"Miami-Dade County, FL"	"12086"	"35-44 years"	"35-44"	"2013"	"2013"	16	374196	Unreliable
	"Miami-Dade County, FL"	"12086"	"35-44 years"	"35-44"	"2014"	"2014"	16	377317	Unreliable
	"Miami-Dade County, FL"	"12086"	"35-44 years"	"35-44"	"2015"	"2015"	23	377900	6.1
	"Miami-Dade County, FL"	"12086"	"35-44 years"	"35-44"	"2016"	"2016"	31	375824	8.2
	"Miami-Dade County, FL"	"12086"	"35-44 years"	"35-44"	"2017"	"2017"	30	380074	7.9
	"Miami-Dade County, FL"	"12086"	"45-54 years"	"45-54"	"2012"	"2012"	22	386733	5.7
	"Miami-Dade County, FL"	"12086"	"45-54 years"	"45-54"	"2013"	"2013"	16	389952	Unreliable
	"Miami-Dade County, FL"	"12086"	"45-54 years"	"45-54"	"2014"	"2014"	15	397135	Unreliable
	"Miami-Dade County, FL"	"12086"	"45-54 years"	"45-54"	"2015"	"2015"	22	400250	5.5
	"Miami-Dade County, FL"	"12086"	"45-54 years"	"45-54"	"2016"	"2016"	22	401573	5.5
	"Miami-Dade County, FL"	"12086"	"45-54 years"	"45-54"	"2017"	"2017"	35	408666	8.6
	"Miami-Dade County, FL"	"12086"	"55-64 years"	"55-64"	"2012"	"2012"	14	294315	Unreliable
	"Miami-Dade County, FL"	"12086"	"55-64 years"	"55-64"	"2015"	"2015"	16	318504	Unreliable
	"Miami-Dade County, FL"	"12086"	"55-64 years"	"55-64"	"2016"	"2016"	21	325965	6.4
	"Miami-Dade County, FL"	"12086"	"55-64 years"	"55-64"	"2017"	"2017"	18	338609	Unreliable
	"Okaloosa County, FL"	"12091"	"35-44 years"	"35-44"	"2015"	"2015"	10	22679	Unreliable
	"Okaloosa County, FL"	"12091"	"35-44 years"	"35-44"	"2016"	"2016"	13	23081	Unreliable
	"Orange County, FL"	"12095"	"15-24 years"	"15-24"	"2012"	"2012"	12	195608	Unreliable
	"Orange County, FL"	"12095"	"15-24 years"	"15-24"	"2013"	"2013"	10	192306	Unreliable
	"Orange County, FL"	"12095"	"15-24 years"	"15-24"	"2014"	"2014"	12	192700	Unreliable
	"Orange County, FL"	"12095"	"15-24 years"	"15-24"	"2016"	"2016"	13	192481	Unreliable
	"Orange County, FL"	"12095"	"25-34 years"	"25-34"	"2012"	"2012"	23	191037	12.0
	"Orange County, FL"	"12095"	"25-34 years"	"25-34"	"2013"	"2013"	20	198707	10.1
	"Orange County, FL"	"12095"	"25-34 years"	"25-34"	"2014"	"2014"	27	205320	13.2
	"Orange County, FL"	"12095"	"25-34 years"	"25-34"	"2015"	"2015"	33	215160	15.3
	"Orange County, FL"	"12095"	"25-34 years"	"25-34"	"2016"	"2016"	25	221265	11.3
	"Orange County, FL"	"12095"	"25-34 years"	"25-34"	"2017"	"2017"	23	226915	10.1
	"Orange County, FL"	"12095"	"35-44 years"	"35-44"	"2012"	"2012"	24	169380	14.2
	"Orange County, FL"	"12095"	"35-44 years"	"35-44"	"2013"	"2013"	23	172149	13.4
	"Orange County, FL"	"12095"	"35-44 years"	"35-44"	"2014"	"2014"	34	175896	19.3
	"Orange County, FL"	"12095"	"35-44 years"	"35-44"	"2015"	"2015"	35	180406	19.4
	"Orange County, FL"	"12095"	"35-44 years"	"35-44"	"2016"	"2016"	32	184099	17.4
	"Orange County, FL"	"12095"	"35-44 years"	"35-44"	"2017"	"2017"	34	189886	17.9
	"Orange County, FL"	"12095"	"45-54 years"	"45-54"	"2012"	"2012"	24	167588	14.3
	"Orange County, FL"	"12095"	"45-54 years"	"45-54"	"2013"	"2013"	15	169443	Unreliable
	"Orange County, FL"	"12095"	"45-54 years"	"45-54"	"2014"	"2014"	28	171606	16.3
	"Orange County, FL"	"12095"	"45-54 years"	"45-54"	"2015"	"2015"	23	174492	13.2
	"Orange County, FL"	"12095"	"45-54 years"	"45-54"	"2016"	"2016"	27	176507	15.3
	"Orange County, FL"	"12095"	"45-54 years"	"45-54"	"2017"	"2017"	20	179603	11.1
	"Orange County, FL"	"12095"	"55-64 years"	"55-64"	"2012"	"2012"	21	126109	16.7
	"Orange County, FL"	"12095"	"55-64 years"	"55-64"	"2014"	"2014"	17	135857	Unreliable
	"Orange County, FL"	"12095"	"55-64 years"	"55-64"	"2015"	"2015"	16	141579	Unreliable
	"Orange County, FL"	"12095"	"55-64 years"	"55-64"	"2016"	"2016"	22	146017	15.1
	"Orange County, FL"	"12095"	"55-64 years"	"55-64"	"2017"	"2017"	15	150471	Unreliable
	"Osceola County, FL"	"12097"	"35-44 years"	"35-44"	"2014"	"2014"	11	43950	Unreliable
	"Osceola County, FL"	"12097"	"35-44 years"	"35-44"	"2016"	"2016"	10	47774	Unreliable
	"Osceola County, FL"	"12097"	"35-44 years"	"35-44"	"2017"	"2017"	14	50805	Unreliable
	"Palm Beach County, FL"	"12099"	"15-24 years"	"15-24"	"2015"	"2015"	13	158671	Unreliable
	"Palm Beach County, FL"	"12099"	"15-24 years"	"15-24"	"2016"	"2016"	11	159530	Unreliable
	"Palm Beach County, FL"	"12099"	"15-24 years"	"15-24"	"2017"	"2017"	10	161181	Unreliable
	"Palm Beach County, FL"	"12099"	"25-34 years"	"25-34"	"2013"	"2013"	15	156987	Unreliable
	"Palm Beach County, FL"	"12099"	"25-34 years"	"25-34"	"2014"	"2014"	21	163562	12.8
	"Palm Beach County, FL"	"12099"	"25-34 years"	"25-34"	"2015"	"2015"	30	168395	17.8
	"Palm Beach County, FL"	"12099"	"25-34 years"	"25-34"	"2016"	"2016"	42	172509	24.3
	"Palm Beach County, FL"	"12099"	"25-34 years"	"25-34"	"2017"	"2017"	47	176354	26.7
	"Palm Beach County, FL"	"12099"	"35-44 years"	"35-44"	"2013"	"2013"	15	162290	Unreliable
	"Palm Beach County, FL"	"12099"	"35-44 years"	"35-44"	"2014"	"2014"	11	163337	Unreliable
	"Palm Beach County, FL"	"12099"	"35-44 years"	"35-44"	"2015"	"2015"	37	164722	22.5
	"Palm Beach County, FL"	"12099"	"35-44 years"	"35-44"	"2016"	"2016"	27	164593	16.4
	"Palm Beach County, FL"	"12099"	"35-44 years"	"35-44"	"2017"	"2017"	35	168250	20.8
	"Palm Beach County, FL"	"12099"	"45-54 years"	"45-54"	"2012"	"2012"	14	189480	Unreliable
	"Palm Beach County, FL"	"12099"	"45-54 years"	"45-54"	"2013"	"2013"	20	190619	10.5
	"Palm Beach County, FL"	"12099"	"45-54 years"	"45-54"	"2015"	"2015"	21	193173	10.9
	"Palm Beach County, FL"	"12099"	"45-54 years"	"45-54"	"2016"	"2016"	31	192542	16.1
	"Palm Beach County, FL"	"12099"	"45-54 years"	"45-54"	"2017"	"2017"	31	192575	16.1
	"Palm Beach County, FL"	"12099"	"55-64 years"	"55-64"	"2012"	"2012"	15	167584	Unreliable
	"Palm Beach County, FL"	"12099"	"55-64 years"	"55-64"	"2013"	"2013"	15	171996	Unreliable
	"Palm Beach County, FL"	"12099"	"55-64 years"	"55-64"	"2016"	"2016"	16	188068	Unreliable
	"Palm Beach County, FL"	"12099"	"55-64 years"	"55-64"	"2017"	"2017"	31	193355	16.0
	"Pasco County, FL"	"12101"	"25-34 years"	"25-34"	"2016"	"2016"	12	55809	Unreliable
	"Pasco County, FL"	"12101"	"25-34 years"	"25-34"	"2017"	"2017"	11	58375	Unreliable
	"Pasco County, FL"	"12101"	"35-44 years"	"35-44"	"2015"	"2015"	11	60176	Unreliable
	"Pasco County, FL"	"12101"	"35-44 years"	"35-44"	"2016"	"2016"	15	61267	Unreliable
	"Pasco County, FL"	"12101"	"35-44 years"	"35-44"	"2017"	"2017"	11	63129	Unreliable
	"Pasco County, FL"	"12101"	"45-54 years"	"45-54"	"2012"	"2012"	12	66411	Unreliable
	"Pasco County, FL"	"12101"	"45-54 years"	"45-54"	"2013"	"2013"	12	66518	Unreliable
	"Pasco County, FL"	"12101"	"45-54 years"	"45-54"	"2014"	"2014"	10	66923	Unreliable
	"Pasco County, FL"	"12101"	"45-54 years"	"45-54"	"2017"	"2017"	18	71150	Unreliable
	"Pasco County, FL"	"12101"	"55-64 years"	"55-64"	"2013"	"2013"	10	62386	Unreliable
	"Pasco County, FL"	"12101"	"55-64 years"	"55-64"	"2014"	"2014"	10	63761	Unreliable
	"Pasco County, FL"	"12101"	"55-64 years"	"55-64"	"2015"	"2015"	12	65721	Unreliable
	"Pasco County, FL"	"12101"	"55-64 years"	"55-64"	"2016"	"2016"	10	68315	Unreliable
	"Pinellas County, FL"	"12103"	"25-34 years"	"25-34"	"2012"	"2012"	13	102144	Unreliable
	"Pinellas County, FL"	"12103"	"25-34 years"	"25-34"	"2013"	"2013"	11	104088	Unreliable
	"Pinellas County, FL"	"12103"	"25-34 years"	"25-34"	"2014"	"2014"	10	107153	Unreliable
	"Pinellas County, FL"	"12103"	"25-34 years"	"25-34"	"2015"	"2015"	12	111068	Unreliable
	"Pinellas County, FL"	"12103"	"25-34 years"	"25-34"	"2016"	"2016"	13	114312	Unreliable
	"Pinellas County, FL"	"12103"	"25-34 years"	"25-34"	"2017"	"2017"	17	117000	Unreliable
	"Pinellas County, FL"	"12103"	"35-44 years"	"35-44"	"2012"	"2012"	12	105828	Unreliable
	"Pinellas County, FL"	"12103"	"35-44 years"	"35-44"	"2013"	"2013"	10	105173	Unreliable
	"Pinellas County, FL"	"12103"	"35-44 years"	"35-44"	"2014"	"2014"	10	104642	Unreliable
	"Pinellas County, FL"	"12103"	"35-44 years"	"35-44"	"2017"	"2017"	19	105644	Unreliable
	"Pinellas County, FL"	"12103"	"45-54 years"	"45-54"	"2012"	"2012"	20	142311	14.1
	"Pinellas County, FL"	"12103"	"45-54 years"	"45-54"	"2013"	"2013"	17	140076	Unreliable
	"Pinellas County, FL"	"12103"	"45-54 years"	"45-54"	"2014"	"2014"	19	138381	Unreliable
	"Pinellas County, FL"	"12103"	"45-54 years"	"45-54"	"2015"	"2015"	13	136662	Unreliable
	"Pinellas County, FL"	"12103"	"45-54 years"	"45-54"	"2016"	"2016"	14	135450	Unreliable
	"Pinellas County, FL"	"12103"	"45-54 years"	"45-54"	"2017"	"2017"	16	133395	Unreliable
	"Pinellas County, FL"	"12103"	"55-64 years"	"55-64"	"2012"	"2012"	12	139339	Unreliable
	"Pinellas County, FL"	"12103"	"55-64 years"	"55-64"	"2013"	"2013"	13	141319	Unreliable
