"Notes"	"Census Division"	"Census Division Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2010"	"2010"	"< 1 year"	"1"	Suppressed	58014	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2010"	"2010"	"1-4 years"	"1-4"	Suppressed	238145	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2010"	"2010"	"5-14 years"	"5-14"	Suppressed	588172	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2010"	"2010"	"15-24 years"	"15-24"	34	636476	5.3
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2010"	"2010"	"25-34 years"	"25-34"	83	600798	13.8
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2010"	"2010"	"35-44 years"	"35-44"	97	591007	16.4
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2010"	"2010"	"45-54 years"	"45-54"	115	654136	17.6
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2010"	"2010"	"55-64 years"	"55-64"	30	540248	5.6
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2010"	"2010"	"65-74 years"	"65-74"	Suppressed	329231	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2010"	"2010"	"75-84 years"	"75-84"	Suppressed	185751	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2010"	"2010"	"85+ years"	"85+"	Suppressed	69379	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2010"	"2010"			368	4491357	8.2
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2011"	"2011"	"< 1 year"	"1"	Suppressed	57273	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2011"	"2011"	"1-4 years"	"1-4"	Suppressed	236909	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2011"	"2011"	"5-14 years"	"5-14"	Suppressed	590667	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2011"	"2011"	"15-24 years"	"15-24"	26	644437	4.0
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2011"	"2011"	"25-34 years"	"25-34"	76	609541	12.5
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2011"	"2011"	"35-44 years"	"35-44"	99	585649	16.9
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2011"	"2011"	"45-54 years"	"45-54"	110	648942	17.0
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2011"	"2011"	"55-64 years"	"55-64"	39	563535	6.9
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2011"	"2011"	"65-74 years"	"65-74"	12	339147	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2011"	"2011"	"75-84 years"	"75-84"	Suppressed	189094	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2011"	"2011"	"85+ years"	"85+"	Suppressed	72377	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2011"	"2011"			364	4537571	8.0
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2012"	"2012"	"< 1 year"	"1"	Suppressed	57968	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2012"	"2012"	"1-4 years"	"1-4"	Suppressed	236557	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2012"	"2012"	"5-14 years"	"5-14"	Suppressed	595508	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2012"	"2012"	"15-24 years"	"15-24"	15	648066	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2012"	"2012"	"25-34 years"	"25-34"	78	617167	12.6
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2012"	"2012"	"35-44 years"	"35-44"	111	585608	19.0
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2012"	"2012"	"45-54 years"	"45-54"	115	640595	18.0
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2012"	"2012"	"55-64 years"	"55-64"	49	569001	8.6
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2012"	"2012"	"65-74 years"	"65-74"	Suppressed	361152	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2012"	"2012"	"75-84 years"	"75-84"	Suppressed	191417	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2012"	"2012"	"85+ years"	"85+"	Suppressed	74713	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2012"	"2012"			381	4577752	8.3
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2013"	"2013"	"< 1 year"	"1"	Suppressed	57549	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2013"	"2013"	"1-4 years"	"1-4"	Suppressed	232144	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2013"	"2013"	"5-14 years"	"5-14"	Suppressed	596989	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2013"	"2013"	"15-24 years"	"15-24"	28	645293	4.3
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2013"	"2013"	"25-34 years"	"25-34"	81	619590	13.1
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2013"	"2013"	"35-44 years"	"35-44"	102	585110	17.4
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2013"	"2013"	"45-54 years"	"45-54"	106	630945	16.8
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2013"	"2013"	"55-64 years"	"55-64"	68	576395	11.8
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2013"	"2013"	"65-74 years"	"65-74"	Suppressed	377165	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2013"	"2013"	"75-84 years"	"75-84"	Suppressed	195341	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2013"	"2013"	"85+ years"	"85+"	Suppressed	76892	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2013"	"2013"			396	4593413	8.6
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2014"	"2014"	"< 1 year"	"1"	Suppressed	57208	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2014"	"2014"	"1-4 years"	"1-4"	Suppressed	231416	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2014"	"2014"	"5-14 years"	"5-14"	Suppressed	596573	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2014"	"2014"	"15-24 years"	"15-24"	27	645615	4.2
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2014"	"2014"	"25-34 years"	"25-34"	109	626459	17.4
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2014"	"2014"	"35-44 years"	"35-44"	97	584106	16.6
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2014"	"2014"	"45-54 years"	"45-54"	128	624309	20.5
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2014"	"2014"	"55-64 years"	"55-64"	73	585203	12.5
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2014"	"2014"	"65-74 years"	"65-74"	12	393247	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2014"	"2014"	"75-84 years"	"75-84"	Suppressed	200029	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2014"	"2014"	"85+ years"	"85+"	Suppressed	78348	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2014"	"2014"			450	4622513	9.7
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2015"	"2015"	"< 1 year"	"1"	Suppressed	57569	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2015"	"2015"	"1-4 years"	"1-4"	Suppressed	230794	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2015"	"2015"	"5-14 years"	"5-14"	Suppressed	593215	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2015"	"2015"	"15-24 years"	"15-24"	30	641763	4.7
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2015"	"2015"	"25-34 years"	"25-34"	129	634133	20.3
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2015"	"2015"	"35-44 years"	"35-44"	153	582146	26.3
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2015"	"2015"	"45-54 years"	"45-54"	172	618976	27.8
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2015"	"2015"	"55-64 years"	"55-64"	78	595284	13.1
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2015"	"2015"	"65-74 years"	"65-74"	20	407794	4.9
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2015"	"2015"	"75-84 years"	"75-84"	Suppressed	204302	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2015"	"2015"	"85+ years"	"85+"	Suppressed	80093	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2015"	"2015"			589	4646069	12.7
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2016"	"2016"	"< 1 year"	"1"	Suppressed	57907	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2016"	"2016"	"1-4 years"	"1-4"	Suppressed	230336	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2016"	"2016"	"5-14 years"	"5-14"	Suppressed	589911	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2016"	"2016"	"15-24 years"	"15-24"	42	636327	6.6
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2016"	"2016"	"25-34 years"	"25-34"	159	641623	24.8
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2016"	"2016"	"35-44 years"	"35-44"	189	579016	32.6
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2016"	"2016"	"45-54 years"	"45-54"	177	615815	28.7
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2016"	"2016"	"55-64 years"	"55-64"	128	605245	21.1
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2016"	"2016"	"65-74 years"	"65-74"	27	422322	6.4
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2016"	"2016"	"75-84 years"	"75-84"	Suppressed	209412	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2016"	"2016"	"85+ years"	"85+"	Suppressed	81466	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2016"	"2016"			723	4669380	15.5
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2017"	"2017"	"< 1 year"	"1"	Suppressed	57026	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2017"	"2017"	"1-4 years"	"1-4"	Suppressed	230547	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2017"	"2017"	"5-14 years"	"5-14"	Suppressed	591259	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2017"	"2017"	"15-24 years"	"15-24"	55	631856	8.7
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2017"	"2017"	"25-34 years"	"25-34"	191	647896	29.5
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2017"	"2017"	"35-44 years"	"35-44"	214	579974	36.9
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2017"	"2017"	"45-54 years"	"45-54"	184	609547	30.2
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2017"	"2017"	"55-64 years"	"55-64"	141	612160	23.0
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2017"	"2017"	"65-74 years"	"65-74"	20	437564	4.6
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2017"	"2017"	"75-84 years"	"75-84"	Suppressed	215065	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2017"	"2017"	"85+ years"	"85+"	Suppressed	83016	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"	"2017"	"2017"			814	4695910	17.3
"Total"	"Division 6: East South Central"	"CENS-D6"	"Medium Metro"	"3"					4998	50063072	10.0
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2007"	"2007"	"< 1 year"	"1"	Suppressed	29928	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2007"	"2007"	"1-4 years"	"1-4"	Suppressed	113025	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2007"	"2007"	"5-14 years"	"5-14"	Suppressed	295110	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2007"	"2007"	"15-24 years"	"15-24"	17	353363	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2007"	"2007"	"25-34 years"	"25-34"	27	284216	9.5
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2007"	"2007"	"35-44 years"	"35-44"	31	307479	10.1
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2007"	"2007"	"45-54 years"	"45-54"	26	321641	8.1
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2007"	"2007"	"55-64 years"	"55-64"	Suppressed	263436	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2007"	"2007"	"65-74 years"	"65-74"	Suppressed	169343	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2007"	"2007"	"75-84 years"	"75-84"	Suppressed	101181	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2007"	"2007"	"85+ years"	"85+"	Suppressed	34328	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2007"	"2007"			109	2273050	4.8
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2008"	"2008"	"< 1 year"	"1"	Suppressed	29988	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2008"	"2008"	"1-4 years"	"1-4"	Suppressed	115134	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2008"	"2008"	"5-14 years"	"5-14"	Suppressed	296646	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2008"	"2008"	"15-24 years"	"15-24"	11	355740	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2008"	"2008"	"25-34 years"	"25-34"	20	286346	7.0
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2008"	"2008"	"35-44 years"	"35-44"	26	305171	8.5
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2008"	"2008"	"45-54 years"	"45-54"	19	326595	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2008"	"2008"	"55-64 years"	"55-64"	Suppressed	270595	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2008"	"2008"	"65-74 years"	"65-74"	Suppressed	176224	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2008"	"2008"	"75-84 years"	"75-84"	Suppressed	102511	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2008"	"2008"	"85+ years"	"85+"	Suppressed	35273	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2008"	"2008"			82	2300223	3.6
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2009"	"2009"	"< 1 year"	"1"	Suppressed	29288	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2009"	"2009"	"1-4 years"	"1-4"	Suppressed	116834	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2009"	"2009"	"5-14 years"	"5-14"	Suppressed	298521	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2009"	"2009"	"15-24 years"	"15-24"	11	359755	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2009"	"2009"	"25-34 years"	"25-34"	24	289837	8.3
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2009"	"2009"	"35-44 years"	"35-44"	29	301789	9.6
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2009"	"2009"	"45-54 years"	"45-54"	23	329887	7.0
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2009"	"2009"	"55-64 years"	"55-64"	Suppressed	278330	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2009"	"2009"	"65-74 years"	"65-74"	Suppressed	181869	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2009"	"2009"	"75-84 years"	"75-84"	Suppressed	103276	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2009"	"2009"	"85+ years"	"85+"	Suppressed	36464	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2009"	"2009"			98	2325850	4.2
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2010"	"2010"	"< 1 year"	"1"	Suppressed	28557	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2010"	"2010"	"1-4 years"	"1-4"	Suppressed	118125	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2010"	"2010"	"5-14 years"	"5-14"	Suppressed	300568	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2010"	"2010"	"15-24 years"	"15-24"	17	361248	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2010"	"2010"	"25-34 years"	"25-34"	37	293107	12.6
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2010"	"2010"	"35-44 years"	"35-44"	22	299333	7.3
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2010"	"2010"	"45-54 years"	"45-54"	23	331552	6.9
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2010"	"2010"	"55-64 years"	"55-64"	14	285316	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2010"	"2010"	"65-74 years"	"65-74"	Suppressed	185416	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2010"	"2010"	"75-84 years"	"75-84"	Suppressed	104711	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2010"	"2010"	"85+ years"	"85+"	Suppressed	37345	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2010"	"2010"			117	2345278	5.0
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2011"	"2011"	"< 1 year"	"1"	Suppressed	28265	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2011"	"2011"	"1-4 years"	"1-4"	Suppressed	117611	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2011"	"2011"	"5-14 years"	"5-14"	Suppressed	301479	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2011"	"2011"	"15-24 years"	"15-24"	12	366019	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2011"	"2011"	"25-34 years"	"25-34"	22	295827	7.4
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2011"	"2011"	"35-44 years"	"35-44"	39	295520	13.2
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2011"	"2011"	"45-54 years"	"45-54"	39	329279	11.8
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2011"	"2011"	"55-64 years"	"55-64"	Suppressed	296284	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2011"	"2011"	"65-74 years"	"65-74"	Suppressed	190661	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2011"	"2011"	"75-84 years"	"75-84"	Suppressed	106537	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2011"	"2011"	"85+ years"	"85+"	Suppressed	38706	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2011"	"2011"			126	2366188	5.3
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2012"	"2012"	"< 1 year"	"1"	Suppressed	28159	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2012"	"2012"	"1-4 years"	"1-4"	Suppressed	116890	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2012"	"2012"	"5-14 years"	"5-14"	Suppressed	303623	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2012"	"2012"	"15-24 years"	"15-24"	11	365347	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2012"	"2012"	"25-34 years"	"25-34"	28	298197	9.4
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2012"	"2012"	"35-44 years"	"35-44"	22	295450	7.4
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2012"	"2012"	"45-54 years"	"45-54"	34	325283	10.5
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2012"	"2012"	"55-64 years"	"55-64"	17	298342	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2012"	"2012"	"65-74 years"	"65-74"	Suppressed	202885	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2012"	"2012"	"75-84 years"	"75-84"	Suppressed	107612	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2012"	"2012"	"85+ years"	"85+"	Suppressed	39508	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2012"	"2012"			115	2381296	4.8
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2013"	"2013"	"< 1 year"	"1"	Suppressed	28051	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2013"	"2013"	"1-4 years"	"1-4"	Suppressed	114904	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2013"	"2013"	"5-14 years"	"5-14"	Suppressed	303088	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2013"	"2013"	"15-24 years"	"15-24"	Suppressed	367860	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2013"	"2013"	"25-34 years"	"25-34"	25	300472	8.3
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2013"	"2013"	"35-44 years"	"35-44"	36	296319	12.1
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2013"	"2013"	"45-54 years"	"45-54"	30	322312	9.3
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2013"	"2013"	"55-64 years"	"55-64"	16	301554	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2013"	"2013"	"65-74 years"	"65-74"	Suppressed	211054	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2013"	"2013"	"75-84 years"	"75-84"	Suppressed	109782	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2013"	"2013"	"85+ years"	"85+"	Suppressed	40493	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2013"	"2013"			119	2395889	5.0
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2014"	"2014"	"< 1 year"	"1"	Suppressed	28080	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2014"	"2014"	"1-4 years"	"1-4"	Suppressed	114122	Suppressed
