"Notes"	"Census Division"	"Census Division Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2014"	"2014"	"5-14 years"	"5-14"	Suppressed	302089	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2014"	"2014"	"15-24 years"	"15-24"	11	366114	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2014"	"2014"	"25-34 years"	"25-34"	29	303965	9.5
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2014"	"2014"	"35-44 years"	"35-44"	29	295995	9.8
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2014"	"2014"	"45-54 years"	"45-54"	60	320535	18.7
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2014"	"2014"	"55-64 years"	"55-64"	18	305275	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2014"	"2014"	"65-74 years"	"65-74"	Suppressed	219654	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2014"	"2014"	"75-84 years"	"75-84"	Suppressed	112202	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2014"	"2014"	"85+ years"	"85+"	Suppressed	41574	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2014"	"2014"			151	2409605	6.3
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2015"	"2015"	"< 1 year"	"1"	Suppressed	28362	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2015"	"2015"	"1-4 years"	"1-4"	Suppressed	113794	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2015"	"2015"	"5-14 years"	"5-14"	Suppressed	299185	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2015"	"2015"	"15-24 years"	"15-24"	Suppressed	361252	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2015"	"2015"	"25-34 years"	"25-34"	31	307035	10.1
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2015"	"2015"	"35-44 years"	"35-44"	28	295302	9.5
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2015"	"2015"	"45-54 years"	"45-54"	41	318831	12.9
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2015"	"2015"	"55-64 years"	"55-64"	42	310230	13.5
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2015"	"2015"	"65-74 years"	"65-74"	Suppressed	227296	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2015"	"2015"	"75-84 years"	"75-84"	Suppressed	114514	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2015"	"2015"	"85+ years"	"85+"	Suppressed	42465	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2015"	"2015"			158	2418266	6.5
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2016"	"2016"	"< 1 year"	"1"	Suppressed	28005	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2016"	"2016"	"1-4 years"	"1-4"	Suppressed	113578	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2016"	"2016"	"5-14 years"	"5-14"	Suppressed	299056	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2016"	"2016"	"15-24 years"	"15-24"	12	357475	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2016"	"2016"	"25-34 years"	"25-34"	31	311224	10.0
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2016"	"2016"	"35-44 years"	"35-44"	46	293169	15.7
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2016"	"2016"	"45-54 years"	"45-54"	57	317769	17.9
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2016"	"2016"	"55-64 years"	"55-64"	30	314611	9.5
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2016"	"2016"	"65-74 years"	"65-74"	11	234591	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2016"	"2016"	"75-84 years"	"75-84"	Suppressed	117425	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2016"	"2016"	"85+ years"	"85+"	Suppressed	43355	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2016"	"2016"			189	2430258	7.8
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2017"	"2017"	"< 1 year"	"1"	Suppressed	28342	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2017"	"2017"	"1-4 years"	"1-4"	Suppressed	114766	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2017"	"2017"	"5-14 years"	"5-14"	Suppressed	299557	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2017"	"2017"	"15-24 years"	"15-24"	20	355550	5.6
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2017"	"2017"	"25-34 years"	"25-34"	39	313925	12.4
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2017"	"2017"	"35-44 years"	"35-44"	49	292627	16.7
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2017"	"2017"	"45-54 years"	"45-54"	74	316263	23.4
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2017"	"2017"	"55-64 years"	"55-64"	41	318287	12.9
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2017"	"2017"	"65-74 years"	"65-74"	10	240857	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2017"	"2017"	"75-84 years"	"75-84"	Suppressed	120925	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2017"	"2017"	"85+ years"	"85+"	Suppressed	44438	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"	"2017"	"2017"			236	2445537	9.7
"Total"	"Division 6: East South Central"	"CENS-D6"	"Small Metro"	"4"					1500	26091440	5.7
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2007"	"2007"	"< 1 year"	"1"	Suppressed	42754	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2007"	"2007"	"1-4 years"	"1-4"	Suppressed	160142	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2007"	"2007"	"5-14 years"	"5-14"	Suppressed	414387	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2007"	"2007"	"15-24 years"	"15-24"	34	449267	7.6
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2007"	"2007"	"25-34 years"	"25-34"	41	380676	10.8
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2007"	"2007"	"35-44 years"	"35-44"	38	417896	9.1
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2007"	"2007"	"45-54 years"	"45-54"	44	446150	9.9
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2007"	"2007"	"55-64 years"	"55-64"	22	373669	5.9
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2007"	"2007"	"65-74 years"	"65-74"	Suppressed	245910	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2007"	"2007"	"75-84 years"	"75-84"	Suppressed	145599	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2007"	"2007"	"85+ years"	"85+"	Suppressed	50779	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2007"	"2007"			184	3127229	5.9
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2008"	"2008"	"< 1 year"	"1"	Suppressed	42874	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2008"	"2008"	"1-4 years"	"1-4"	Suppressed	162728	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2008"	"2008"	"5-14 years"	"5-14"	Suppressed	414060	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2008"	"2008"	"15-24 years"	"15-24"	14	448284	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2008"	"2008"	"25-34 years"	"25-34"	43	380624	11.3
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2008"	"2008"	"35-44 years"	"35-44"	58	412248	14.1
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2008"	"2008"	"45-54 years"	"45-54"	62	450076	13.8
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2008"	"2008"	"55-64 years"	"55-64"	Suppressed	382188	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2008"	"2008"	"65-74 years"	"65-74"	Suppressed	254872	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2008"	"2008"	"75-84 years"	"75-84"	Suppressed	146417	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2008"	"2008"	"85+ years"	"85+"	Suppressed	51746	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2008"	"2008"			190	3146117	6.0
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2009"	"2009"	"< 1 year"	"1"	Suppressed	40545	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2009"	"2009"	"1-4 years"	"1-4"	Suppressed	163740	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2009"	"2009"	"5-14 years"	"5-14"	Suppressed	413961	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2009"	"2009"	"15-24 years"	"15-24"	21	447916	4.7
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2009"	"2009"	"25-34 years"	"25-34"	51	380655	13.4
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2009"	"2009"	"35-44 years"	"35-44"	55	405099	13.6
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2009"	"2009"	"45-54 years"	"45-54"	66	450960	14.6
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2009"	"2009"	"55-64 years"	"55-64"	21	391373	5.4
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2009"	"2009"	"65-74 years"	"65-74"	Suppressed	262187	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2009"	"2009"	"75-84 years"	"75-84"	Suppressed	147040	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2009"	"2009"	"85+ years"	"85+"	Suppressed	52431	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2009"	"2009"			223	3155907	7.1
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2010"	"2010"	"< 1 year"	"1"	Suppressed	39095	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2010"	"2010"	"1-4 years"	"1-4"	Suppressed	163597	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2010"	"2010"	"5-14 years"	"5-14"	Suppressed	413717	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2010"	"2010"	"15-24 years"	"15-24"	13	446683	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2010"	"2010"	"25-34 years"	"25-34"	63	380553	16.6
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2010"	"2010"	"35-44 years"	"35-44"	55	400390	13.7
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2010"	"2010"	"45-54 years"	"45-54"	69	451392	15.3
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2010"	"2010"	"55-64 years"	"55-64"	30	400250	7.5
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2010"	"2010"	"65-74 years"	"65-74"	Suppressed	266581	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2010"	"2010"	"75-84 years"	"75-84"	Suppressed	148128	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2010"	"2010"	"85+ years"	"85+"	Suppressed	53340	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2010"	"2010"			236	3163726	7.5
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2011"	"2011"	"< 1 year"	"1"	Suppressed	39292	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2011"	"2011"	"1-4 years"	"1-4"	Suppressed	161558	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2011"	"2011"	"5-14 years"	"5-14"	Suppressed	413195	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2011"	"2011"	"15-24 years"	"15-24"	10	448768	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2011"	"2011"	"25-34 years"	"25-34"	53	380340	13.9
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2011"	"2011"	"35-44 years"	"35-44"	71	392705	18.1
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2011"	"2011"	"45-54 years"	"45-54"	81	445561	18.2
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2011"	"2011"	"55-64 years"	"55-64"	33	412911	8.0
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2011"	"2011"	"65-74 years"	"65-74"	Suppressed	272764	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2011"	"2011"	"75-84 years"	"75-84"	Suppressed	150765	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2011"	"2011"	"85+ years"	"85+"	Suppressed	54264	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2011"	"2011"			257	3172123	8.1
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2012"	"2012"	"< 1 year"	"1"	Suppressed	39110	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2012"	"2012"	"1-4 years"	"1-4"	Suppressed	159428	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2012"	"2012"	"5-14 years"	"5-14"	Suppressed	413782	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2012"	"2012"	"15-24 years"	"15-24"	19	448557	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2012"	"2012"	"25-34 years"	"25-34"	61	378956	16.1
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2012"	"2012"	"35-44 years"	"35-44"	66	388786	17.0
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2012"	"2012"	"45-54 years"	"45-54"	94	437029	21.5
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2012"	"2012"	"55-64 years"	"55-64"	35	412232	8.5
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2012"	"2012"	"65-74 years"	"65-74"	Suppressed	288265	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2012"	"2012"	"75-84 years"	"75-84"	Suppressed	152237	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2012"	"2012"	"85+ years"	"85+"	Suppressed	55418	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2012"	"2012"			278	3173800	8.8
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2013"	"2013"	"< 1 year"	"1"	Suppressed	38274	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2013"	"2013"	"1-4 years"	"1-4"	Suppressed	155643	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2013"	"2013"	"5-14 years"	"5-14"	Suppressed	411984	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2013"	"2013"	"15-24 years"	"15-24"	14	451236	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2013"	"2013"	"25-34 years"	"25-34"	47	377178	12.5
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2013"	"2013"	"35-44 years"	"35-44"	72	387238	18.6
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2013"	"2013"	"45-54 years"	"45-54"	68	431102	15.8
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2013"	"2013"	"55-64 years"	"55-64"	31	415288	7.5
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2013"	"2013"	"65-74 years"	"65-74"	Suppressed	298723	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2013"	"2013"	"75-84 years"	"75-84"	Suppressed	155065	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2013"	"2013"	"85+ years"	"85+"	Suppressed	56378	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2013"	"2013"			243	3178109	7.6
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2014"	"2014"	"< 1 year"	"1"	Suppressed	38026	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2014"	"2014"	"1-4 years"	"1-4"	Suppressed	154604	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2014"	"2014"	"5-14 years"	"5-14"	Suppressed	409286	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2014"	"2014"	"15-24 years"	"15-24"	15	452440	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2014"	"2014"	"25-34 years"	"25-34"	64	379206	16.9
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2014"	"2014"	"35-44 years"	"35-44"	72	384345	18.7
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2014"	"2014"	"45-54 years"	"45-54"	81	424384	19.1
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2014"	"2014"	"55-64 years"	"55-64"	40	418110	9.6
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2014"	"2014"	"65-74 years"	"65-74"	Suppressed	308237	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2014"	"2014"	"75-84 years"	"75-84"	Suppressed	158120	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2014"	"2014"	"85+ years"	"85+"	Suppressed	57303	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2014"	"2014"			282	3184061	8.9
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2015"	"2015"	"< 1 year"	"1"	Suppressed	38223	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2015"	"2015"	"1-4 years"	"1-4"	Suppressed	153883	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2015"	"2015"	"5-14 years"	"5-14"	Suppressed	404895	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2015"	"2015"	"15-24 years"	"15-24"	16	447164	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2015"	"2015"	"25-34 years"	"25-34"	62	382054	16.2
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2015"	"2015"	"35-44 years"	"35-44"	87	380448	22.9
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2015"	"2015"	"45-54 years"	"45-54"	78	419442	18.6
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2015"	"2015"	"55-64 years"	"55-64"	46	421456	10.9
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2015"	"2015"	"65-74 years"	"65-74"	Suppressed	316582	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2015"	"2015"	"75-84 years"	"75-84"	Suppressed	161076	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2015"	"2015"	"85+ years"	"85+"	Suppressed	58142	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Micropolitan (Nonmetro)"	"5"	"2015"	"2015"			301	3183365	9.5
