"Notes"	"Census Division"	"Census Division Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Division 5: South Atlantic"	"CENS-D5"	"55-64 years"	"55-64"	"2018"	"2018"	1829	8545482	21.4
	"Division 5: South Atlantic"	"CENS-D5"	"65-74 years"	"65-74"	"2007"	"2007"	77	4139281	1.9
	"Division 5: South Atlantic"	"CENS-D5"	"65-74 years"	"65-74"	"2008"	"2008"	65	4328267	1.5
	"Division 5: South Atlantic"	"CENS-D5"	"65-74 years"	"65-74"	"2009"	"2009"	89	4496827	2.0
	"Division 5: South Atlantic"	"CENS-D5"	"65-74 years"	"65-74"	"2010"	"2010"	73	4610082	1.6
	"Division 5: South Atlantic"	"CENS-D5"	"65-74 years"	"65-74"	"2011"	"2011"	105	4784825	2.2
	"Division 5: South Atlantic"	"CENS-D5"	"65-74 years"	"65-74"	"2012"	"2012"	103	5125183	2.0
	"Division 5: South Atlantic"	"CENS-D5"	"65-74 years"	"65-74"	"2013"	"2013"	133	5398031	2.5
	"Division 5: South Atlantic"	"CENS-D5"	"65-74 years"	"65-74"	"2014"	"2014"	173	5665997	3.1
	"Division 5: South Atlantic"	"CENS-D5"	"65-74 years"	"65-74"	"2015"	"2015"	210	5923565	3.5
	"Division 5: South Atlantic"	"CENS-D5"	"65-74 years"	"65-74"	"2016"	"2016"	295	6171201	4.8
	"Division 5: South Atlantic"	"CENS-D5"	"65-74 years"	"65-74"	"2017"	"2017"	313	6382819	4.9
	"Division 5: South Atlantic"	"CENS-D5"	"65-74 years"	"65-74"	"2018"	"2018"	416	6548235	6.4
	"Division 5: South Atlantic"	"CENS-D5"	"75-84 years"	"75-84"	"2007"	"2007"	26	2637706	1.0
	"Division 5: South Atlantic"	"CENS-D5"	"75-84 years"	"75-84"	"2008"	"2008"	27	2656922	1.0
	"Division 5: South Atlantic"	"CENS-D5"	"75-84 years"	"75-84"	"2009"	"2009"	38	2660096	1.4
	"Division 5: South Atlantic"	"CENS-D5"	"75-84 years"	"75-84"	"2010"	"2010"	13	2678942	Unreliable
	"Division 5: South Atlantic"	"CENS-D5"	"75-84 years"	"75-84"	"2011"	"2011"	21	2727220	0.8
	"Division 5: South Atlantic"	"CENS-D5"	"75-84 years"	"75-84"	"2012"	"2012"	24	2771600	0.9
	"Division 5: South Atlantic"	"CENS-D5"	"75-84 years"	"75-84"	"2013"	"2013"	20	2831687	0.7
	"Division 5: South Atlantic"	"CENS-D5"	"75-84 years"	"75-84"	"2014"	"2014"	39	2906743	1.3
	"Division 5: South Atlantic"	"CENS-D5"	"75-84 years"	"75-84"	"2015"	"2015"	40	2988605	1.3
	"Division 5: South Atlantic"	"CENS-D5"	"75-84 years"	"75-84"	"2016"	"2016"	37	3086078	1.2
	"Division 5: South Atlantic"	"CENS-D5"	"75-84 years"	"75-84"	"2017"	"2017"	56	3217250	1.7
	"Division 5: South Atlantic"	"CENS-D5"	"75-84 years"	"75-84"	"2018"	"2018"	50	3397268	1.5
	"Division 5: South Atlantic"	"CENS-D5"	"85+ years"	"85+"	"2007"	"2007"	14	945915	Unreliable
	"Division 5: South Atlantic"	"CENS-D5"	"85+ years"	"85+"	"2008"	"2008"	Suppressed	980875	Suppressed
	"Division 5: South Atlantic"	"CENS-D5"	"85+ years"	"85+"	"2009"	"2009"	12	1020435	Unreliable
	"Division 5: South Atlantic"	"CENS-D5"	"85+ years"	"85+"	"2010"	"2010"	16	1048635	Unreliable
	"Division 5: South Atlantic"	"CENS-D5"	"85+ years"	"85+"	"2011"	"2011"	12	1108173	Unreliable
	"Division 5: South Atlantic"	"CENS-D5"	"85+ years"	"85+"	"2012"	"2012"	11	1145795	Unreliable
	"Division 5: South Atlantic"	"CENS-D5"	"85+ years"	"85+"	"2013"	"2013"	21	1190030	1.8
	"Division 5: South Atlantic"	"CENS-D5"	"85+ years"	"85+"	"2014"	"2014"	16	1221988	Unreliable
	"Division 5: South Atlantic"	"CENS-D5"	"85+ years"	"85+"	"2015"	"2015"	13	1258612	Unreliable
	"Division 5: South Atlantic"	"CENS-D5"	"85+ years"	"85+"	"2016"	"2016"	11	1286109	Unreliable
	"Division 5: South Atlantic"	"CENS-D5"	"85+ years"	"85+"	"2017"	"2017"	16	1302958	Unreliable
	"Division 5: South Atlantic"	"CENS-D5"	"85+ years"	"85+"	"2018"	"2018"	18	1334961	Unreliable
	"Division 5: South Atlantic"	"CENS-D5"	"Not Stated"	"NS"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Not Stated"	"NS"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Not Stated"	"NS"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Not Stated"	"NS"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Not Stated"	"NS"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Not Stated"	"NS"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Not Stated"	"NS"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Not Stated"	"NS"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Not Stated"	"NS"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Not Stated"	"NS"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Not Stated"	"NS"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Not Stated"	"NS"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"< 1 year"	"1"	"2007"	"2007"	Suppressed	248912	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"< 1 year"	"1"	"2008"	"2008"	Suppressed	250750	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"< 1 year"	"1"	"2009"	"2009"	Suppressed	239745	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"< 1 year"	"1"	"2010"	"2010"	Suppressed	234521	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"< 1 year"	"1"	"2011"	"2011"	Suppressed	235078	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"< 1 year"	"1"	"2012"	"2012"	Suppressed	234430	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"< 1 year"	"1"	"2013"	"2013"	Suppressed	231051	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"< 1 year"	"1"	"2014"	"2014"	Suppressed	230307	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"< 1 year"	"1"	"2015"	"2015"	Suppressed	232303	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"< 1 year"	"1"	"2016"	"2016"	Suppressed	231409	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"< 1 year"	"1"	"2017"	"2017"	Suppressed	230302	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"< 1 year"	"1"	"2018"	"2018"	Suppressed	225148	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"1-4 years"	"1-4"	"2007"	"2007"	Suppressed	939448	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"1-4 years"	"1-4"	"2008"	"2008"	Suppressed	955599	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"1-4 years"	"1-4"	"2009"	"2009"	Suppressed	967280	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"1-4 years"	"1-4"	"2010"	"2010"	Suppressed	971572	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"1-4 years"	"1-4"	"2011"	"2011"	Suppressed	964255	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"1-4 years"	"1-4"	"2012"	"2012"	Suppressed	958176	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"1-4 years"	"1-4"	"2013"	"2013"	Suppressed	939030	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"1-4 years"	"1-4"	"2014"	"2014"	Suppressed	935170	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"1-4 years"	"1-4"	"2015"	"2015"	Suppressed	933024	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"1-4 years"	"1-4"	"2016"	"2016"	Suppressed	933209	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"1-4 years"	"1-4"	"2017"	"2017"	Suppressed	935956	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"1-4 years"	"1-4"	"2018"	"2018"	Suppressed	935518	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"5-14 years"	"5-14"	"2007"	"2007"	Suppressed	2421922	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"5-14 years"	"5-14"	"2008"	"2008"	Suppressed	2428500	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"5-14 years"	"5-14"	"2009"	"2009"	Suppressed	2434780	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"5-14 years"	"5-14"	"2010"	"2010"	Suppressed	2439968	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"5-14 years"	"5-14"	"2011"	"2011"	Suppressed	2441843	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"5-14 years"	"5-14"	"2012"	"2012"	Suppressed	2452233	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"5-14 years"	"5-14"	"2013"	"2013"	Suppressed	2450982	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"5-14 years"	"5-14"	"2014"	"2014"	Suppressed	2441693	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"5-14 years"	"5-14"	"2015"	"2015"	Suppressed	2424848	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"5-14 years"	"5-14"	"2016"	"2016"	Suppressed	2413434	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"5-14 years"	"5-14"	"2017"	"2017"	Suppressed	2413731	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"5-14 years"	"5-14"	"2018"	"2018"	Suppressed	2413257	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"15-24 years"	"15-24"	"2007"	"2007"	139	2541438	5.5
	"Division 6: East South Central"	"CENS-D6"	"15-24 years"	"15-24"	"2008"	"2008"	121	2549177	4.7
	"Division 6: East South Central"	"CENS-D6"	"15-24 years"	"15-24"	"2009"	"2009"	121	2561550	4.7
	"Division 6: East South Central"	"CENS-D6"	"15-24 years"	"15-24"	"2010"	"2010"	138	2564499	5.4
	"Division 6: East South Central"	"CENS-D6"	"15-24 years"	"15-24"	"2011"	"2011"	117	2577005	4.5
	"Division 6: East South Central"	"CENS-D6"	"15-24 years"	"15-24"	"2012"	"2012"	136	2581331	5.3
	"Division 6: East South Central"	"CENS-D6"	"15-24 years"	"15-24"	"2013"	"2013"	137	2589808	5.3
	"Division 6: East South Central"	"CENS-D6"	"15-24 years"	"15-24"	"2014"	"2014"	137	2591617	5.3
	"Division 6: East South Central"	"CENS-D6"	"15-24 years"	"15-24"	"2015"	"2015"	152	2571948	5.9
	"Division 6: East South Central"	"CENS-D6"	"15-24 years"	"15-24"	"2016"	"2016"	215	2545848	8.4
	"Division 6: East South Central"	"CENS-D6"	"15-24 years"	"15-24"	"2017"	"2017"	224	2526790	8.9
	"Division 6: East South Central"	"CENS-D6"	"15-24 years"	"15-24"	"2018"	"2018"	202	2513211	8.0
	"Division 6: East South Central"	"CENS-D6"	"25-34 years"	"25-34"	"2007"	"2007"	285	2344704	12.2
	"Division 6: East South Central"	"CENS-D6"	"25-34 years"	"25-34"	"2008"	"2008"	259	2355935	11.0
	"Division 6: East South Central"	"CENS-D6"	"25-34 years"	"25-34"	"2009"	"2009"	290	2377272	12.2
	"Division 6: East South Central"	"CENS-D6"	"25-34 years"	"25-34"	"2010"	"2010"	383	2386388	16.0
	"Division 6: East South Central"	"CENS-D6"	"25-34 years"	"25-34"	"2011"	"2011"	370	2408642	15.4
	"Division 6: East South Central"	"CENS-D6"	"25-34 years"	"25-34"	"2012"	"2012"	387	2418094	16.0
	"Division 6: East South Central"	"CENS-D6"	"25-34 years"	"25-34"	"2013"	"2013"	393	2421475	16.2
	"Division 6: East South Central"	"CENS-D6"	"25-34 years"	"25-34"	"2014"	"2014"	480	2442304	19.7
	"Division 6: East South Central"	"CENS-D6"	"25-34 years"	"25-34"	"2015"	"2015"	567	2466333	23.0
	"Division 6: East South Central"	"CENS-D6"	"25-34 years"	"25-34"	"2016"	"2016"	668	2499105	26.7
	"Division 6: East South Central"	"CENS-D6"	"25-34 years"	"25-34"	"2017"	"2017"	789	2530886	31.2
	"Division 6: East South Central"	"CENS-D6"	"25-34 years"	"25-34"	"2018"	"2018"	775	2554020	30.3
	"Division 6: East South Central"	"CENS-D6"	"35-44 years"	"35-44"	"2007"	"2007"	284	2513780	11.3
	"Division 6: East South Central"	"CENS-D6"	"35-44 years"	"35-44"	"2008"	"2008"	333	2487634	13.4
	"Division 6: East South Central"	"CENS-D6"	"35-44 years"	"35-44"	"2009"	"2009"	357	2451508	14.6
	"Division 6: East South Central"	"CENS-D6"	"35-44 years"	"35-44"	"2010"	"2010"	398	2425240	16.4
	"Division 6: East South Central"	"CENS-D6"	"35-44 years"	"35-44"	"2011"	"2011"	454	2392157	19.0
	"Division 6: East South Central"	"CENS-D6"	"35-44 years"	"35-44"	"2012"	"2012"	443	2384665	18.6
	"Division 6: East South Central"	"CENS-D6"	"35-44 years"	"35-44"	"2013"	"2013"	426	2383409	17.9
	"Division 6: East South Central"	"CENS-D6"	"35-44 years"	"35-44"	"2014"	"2014"	495	2375799	20.8
	"Division 6: East South Central"	"CENS-D6"	"35-44 years"	"35-44"	"2015"	"2015"	630	2366617	26.6
	"Division 6: East South Central"	"CENS-D6"	"35-44 years"	"35-44"	"2016"	"2016"	733	2345562	31.3
	"Division 6: East South Central"	"CENS-D6"	"35-44 years"	"35-44"	"2017"	"2017"	824	2340694	35.2
	"Division 6: East South Central"	"CENS-D6"	"35-44 years"	"35-44"	"2018"	"2018"	772	2349516	32.9
	"Division 6: East South Central"	"CENS-D6"	"45-54 years"	"45-54"	"2007"	"2007"	284	2623624	10.8
	"Division 6: East South Central"	"CENS-D6"	"45-54 years"	"45-54"	"2008"	"2008"	333	2657276	12.5
	"Division 6: East South Central"	"CENS-D6"	"45-54 years"	"45-54"	"2009"	"2009"	381	2674685	14.2
	"Division 6: East South Central"	"CENS-D6"	"45-54 years"	"45-54"	"2010"	"2010"	459	2680363	17.1
	"Division 6: East South Central"	"CENS-D6"	"45-54 years"	"45-54"	"2011"	"2011"	482	2654537	18.2
	"Division 6: East South Central"	"CENS-D6"	"45-54 years"	"45-54"	"2012"	"2012"	516	2613969	19.7
	"Division 6: East South Central"	"CENS-D6"	"45-54 years"	"45-54"	"2013"	"2013"	471	2581878	18.2
	"Division 6: East South Central"	"CENS-D6"	"45-54 years"	"45-54"	"2014"	"2014"	567	2553987	22.2
	"Division 6: East South Central"	"CENS-D6"	"45-54 years"	"45-54"	"2015"	"2015"	662	2532058	26.1
	"Division 6: East South Central"	"CENS-D6"	"45-54 years"	"45-54"	"2016"	"2016"	668	2515252	26.6
	"Division 6: East South Central"	"CENS-D6"	"45-54 years"	"45-54"	"2017"	"2017"	743	2491193	29.8
	"Division 6: East South Central"	"CENS-D6"	"45-54 years"	"45-54"	"2018"	"2018"	656	2455860	26.7
	"Division 6: East South Central"	"CENS-D6"	"55-64 years"	"55-64"	"2007"	"2007"	100	2073947	4.8
	"Division 6: East South Central"	"CENS-D6"	"55-64 years"	"55-64"	"2008"	"2008"	102	2133512	4.8
	"Division 6: East South Central"	"CENS-D6"	"55-64 years"	"55-64"	"2009"	"2009"	129	2200094	5.9
	"Division 6: East South Central"	"CENS-D6"	"55-64 years"	"55-64"	"2010"	"2010"	155	2260066	6.9
	"Division 6: East South Central"	"CENS-D6"	"55-64 years"	"55-64"	"2011"	"2011"	162	2348285	6.9
	"Division 6: East South Central"	"CENS-D6"	"55-64 years"	"55-64"	"2012"	"2012"	218	2364094	9.2
	"Division 6: East South Central"	"CENS-D6"	"55-64 years"	"55-64"	"2013"	"2013"	266	2394475	11.1
	"Division 6: East South Central"	"CENS-D6"	"55-64 years"	"55-64"	"2014"	"2014"	313	2422859	12.9
	"Division 6: East South Central"	"CENS-D6"	"55-64 years"	"55-64"	"2015"	"2015"	336	2456392	13.7
	"Division 6: East South Central"	"CENS-D6"	"55-64 years"	"55-64"	"2016"	"2016"	409	2483114	16.5
	"Division 6: East South Central"	"CENS-D6"	"55-64 years"	"55-64"	"2017"	"2017"	446	2506227	17.8
	"Division 6: East South Central"	"CENS-D6"	"55-64 years"	"55-64"	"2018"	"2018"	424	2524591	16.8
	"Division 6: East South Central"	"CENS-D6"	"65-74 years"	"65-74"	"2007"	"2007"	19	1283470	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"65-74 years"	"65-74"	"2008"	"2008"	20	1330984	1.5
	"Division 6: East South Central"	"CENS-D6"	"65-74 years"	"65-74"	"2009"	"2009"	20	1372111	1.5
	"Division 6: East South Central"	"CENS-D6"	"65-74 years"	"65-74"	"2010"	"2010"	19	1397358	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"65-74 years"	"65-74"	"2011"	"2011"	37	1436903	2.6
	"Division 6: East South Central"	"CENS-D6"	"65-74 years"	"65-74"	"2012"	"2012"	32	1526240	2.1
	"Division 6: East South Central"	"CENS-D6"	"65-74 years"	"65-74"	"2013"	"2013"	51	1591377	3.2
	"Division 6: East South Central"	"CENS-D6"	"65-74 years"	"65-74"	"2014"	"2014"	48	1656548	2.9
	"Division 6: East South Central"	"CENS-D6"	"65-74 years"	"65-74"	"2015"	"2015"	63	1714853	3.7
	"Division 6: East South Central"	"CENS-D6"	"65-74 years"	"65-74"	"2016"	"2016"	79	1770816	4.5
	"Division 6: East South Central"	"CENS-D6"	"65-74 years"	"65-74"	"2017"	"2017"	66	1822864	3.6
	"Division 6: East South Central"	"CENS-D6"	"65-74 years"	"65-74"	"2018"	"2018"	79	1865113	4.2
	"Division 6: East South Central"	"CENS-D6"	"75-84 years"	"75-84"	"2007"	"2007"	Suppressed	772110	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"75-84 years"	"75-84"	"2008"	"2008"	Suppressed	777439	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"75-84 years"	"75-84"	"2009"	"2009"	Suppressed	777420	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"75-84 years"	"75-84"	"2010"	"2010"	Suppressed	783362	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"75-84 years"	"75-84"	"2011"	"2011"	Suppressed	796431	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"75-84 years"	"75-84"	"2012"	"2012"	Suppressed	803682	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"75-84 years"	"75-84"	"2013"	"2013"	Suppressed	818413	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"75-84 years"	"75-84"	"2014"	"2014"	Suppressed	835744	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"75-84 years"	"75-84"	"2015"	"2015"	13	851495	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"75-84 years"	"75-84"	"2016"	"2016"	Suppressed	870932	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"75-84 years"	"75-84"	"2017"	"2017"	13	893221	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"75-84 years"	"75-84"	"2018"	"2018"	10	933693	Unreliable
	"Division 6: East South Central"	"CENS-D6"	"85+ years"	"85+"	"2007"	"2007"	Suppressed	270234	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"85+ years"	"85+"	"2008"	"2008"	Suppressed	276495	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"85+ years"	"85+"	"2009"	"2009"	Suppressed	283360	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"85+ years"	"85+"	"2010"	"2010"	Suppressed	289168	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"85+ years"	"85+"	"2011"	"2011"	Suppressed	298825	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"85+ years"	"85+"	"2012"	"2012"	Suppressed	306693	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"85+ years"	"85+"	"2013"	"2013"	Suppressed	314304	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"85+ years"	"85+"	"2014"	"2014"	Suppressed	320237	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"85+ years"	"85+"	"2015"	"2015"	Suppressed	326832	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"85+ years"	"85+"	"2016"	"2016"	Suppressed	331513	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"85+ years"	"85+"	"2017"	"2017"	Suppressed	337156	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"85+ years"	"85+"	"2018"	"2018"	Suppressed	342886	Suppressed
	"Division 6: East South Central"	"CENS-D6"	"Not Stated"	"NS"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Not Stated"	"NS"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Not Stated"	"NS"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Not Stated"	"NS"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Not Stated"	"NS"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Not Stated"	"NS"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Not Stated"	"NS"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Not Stated"	"NS"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Not Stated"	"NS"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Not Stated"	"NS"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Not Stated"	"NS"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Not Stated"	"NS"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"< 1 year"	"1"	"2007"	"2007"	Suppressed	543905	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"< 1 year"	"1"	"2008"	"2008"	Suppressed	550610	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"< 1 year"	"1"	"2009"	"2009"	Suppressed	541188	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"< 1 year"	"1"	"2010"	"2010"	Suppressed	532079	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"< 1 year"	"1"	"2011"	"2011"	Suppressed	552340	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"< 1 year"	"1"	"2012"	"2012"	Suppressed	537765	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"< 1 year"	"1"	"2013"	"2013"	Suppressed	534101	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"< 1 year"	"1"	"2014"	"2014"	Suppressed	539800	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"< 1 year"	"1"	"2015"	"2015"	Suppressed	553114	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"< 1 year"	"1"	"2016"	"2016"	Suppressed	558425	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"< 1 year"	"1"	"2017"	"2017"	Suppressed	555661	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"< 1 year"	"1"	"2018"	"2018"	Suppressed	537674	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"1-4 years"	"1-4"	"2007"	"2007"	Suppressed	2096423	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"1-4 years"	"1-4"	"2008"	"2008"	Suppressed	2131740	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"1-4 years"	"1-4"	"2009"	"2009"	Suppressed	2161753	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"1-4 years"	"1-4"	"2010"	"2010"	Suppressed	2172469	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"1-4 years"	"1-4"	"2011"	"2011"	Suppressed	2186811	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"1-4 years"	"1-4"	"2012"	"2012"	Suppressed	2174823	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"1-4 years"	"1-4"	"2013"	"2013"	Suppressed	2172336	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"1-4 years"	"1-4"	"2014"	"2014"	Suppressed	2182142	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"1-4 years"	"1-4"	"2015"	"2015"	12	2200149	Unreliable
	"Division 7: West South Central"	"CENS-D7"	"1-4 years"	"1-4"	"2016"	"2016"	Suppressed	2228534	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"1-4 years"	"1-4"	"2017"	"2017"	Suppressed	2243177	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"1-4 years"	"1-4"	"2018"	"2018"	Suppressed	2244243	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"5-14 years"	"5-14"	"2007"	"2007"	Suppressed	5047351	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"5-14 years"	"5-14"	"2008"	"2008"	Suppressed	5134177	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"5-14 years"	"5-14"	"2009"	"2009"	Suppressed	5244990	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"5-14 years"	"5-14"	"2010"	"2010"	Suppressed	5330751	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"5-14 years"	"5-14"	"2011"	"2011"	Suppressed	5405858	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"5-14 years"	"5-14"	"2012"	"2012"	Suppressed	5458074	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"5-14 years"	"5-14"	"2013"	"2013"	Suppressed	5510711	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"5-14 years"	"5-14"	"2014"	"2014"	Suppressed	5551506	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"5-14 years"	"5-14"	"2015"	"2015"	Suppressed	5589525	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"5-14 years"	"5-14"	"2016"	"2016"	Suppressed	5613773	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"5-14 years"	"5-14"	"2017"	"2017"	Suppressed	5649763	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"5-14 years"	"5-14"	"2018"	"2018"	Suppressed	5680068	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"15-24 years"	"15-24"	"2007"	"2007"	276	5180868	5.3
	"Division 7: West South Central"	"CENS-D7"	"15-24 years"	"15-24"	"2008"	"2008"	250	5222807	4.8
	"Division 7: West South Central"	"CENS-D7"	"15-24 years"	"15-24"	"2009"	"2009"	265	5273345	5.0
	"Division 7: West South Central"	"CENS-D7"	"15-24 years"	"15-24"	"2010"	"2010"	269	5302472	5.1
	"Division 7: West South Central"	"CENS-D7"	"15-24 years"	"15-24"	"2011"	"2011"	298	5361416	5.6
	"Division 7: West South Central"	"CENS-D7"	"15-24 years"	"15-24"	"2012"	"2012"	259	5418100	4.8
